worker_ID,score
29096504,0.518005540166205
29688905,0.3793103448275862
7051387,0.44755244755244755
31613324,0.44554455445544555
20043586,0.4108527131782946
19302668,0.2646370023419204
33727304,0.4309133489461358
28103910,0.3765586034912718
25257275,0.4746450304259635
27753923,0.32084309133489464
21490235,0.3002028397565923
33761260,0.32548179871520344
23503585,0.456359102244389
4688131,0.34663341645885287
30137403,0.38028169014084506
15577915,0.26883910386965376
33453357,0.2599009900990099
33565158,0.33665835411471323
33721948,0.5124653739612188
24449707,0.3231850117096019
30901412,0.33518005540166207
31184650,0.48711943793911006
33725995,0.4666666666666667
29155723,0.518005540166205
20113482,0.3359223300970874
4711962,0.4134419551934827
9653950,0.45885286783042395
33538351,0.2927927927927928
2143114,0.15211970074812967
33903622,0.48711943793911006
18672993,0.49875311720698257
29248520,0.4166666666666667
32053642,0.18661257606490872
32352104,0.46405228758169936
20312760,0.3044496487119438
22535866,0.1745152354570637
21665495,0.40399002493765584
33467170,0.4746450304259635
31304413,0.35489833641404805
17950689,0.4745098039215686
22141613,0.19950124688279303
16101132,0.2275
6344072,0.518005540166205
33500282,0.3589108910891089
27042527,0.42528735632183906
27934334,0.42701525054466233
32338429,0.3957845433255269
33057016,0.4846335697399527
18990100,0.35148514851485146
31065274,0.3465346534653465
19294877,0.4164588528678304
13581319,0.291497975708502
3587109,0.518005540166205
22222103,0.4430693069306931
33939124,0.45433255269320844
33294824,0.2529274004683841
32987272,0.48711943793911006
29849805,0.3399602385685885
33793607,0.49767441860465117
28884030,0.24376731301939059